"PM10","AQI","temp","Latitude","Longitude","windspeed","state","county","City.Name"
38,35,60.125,35.356615,-119.062613,1.479167,"California","Kern","Bakersfield"
22,20,56.183333,35.356615,-119.062613,1.945833,"California","Kern","Bakersfield"
34,31,57.2125,35.356615,-119.062613,1.191667,"California","Kern","Bakersfield"
27,25,60.270833,35.356615,-119.062613,2.029167,"California","Kern","Bakersfield"
23,21,59.145833,35.356615,-119.062613,2.020833,"California","Kern","Bakersfield"
37,34,57,35.356615,-119.062613,1.4625,"California","Kern","Bakersfield"
60,53,59.483333,35.356615,-119.062613,1.075,"California","Kern","Bakersfield"
54,50,58.995833,35.356615,-119.062613,1.266667,"California","Kern","Bakersfield"
47,44,56.45,35.356615,-119.062613,1.5,"California","Kern","Bakersfield"
43,40,53.604167,35.356615,-119.062613,1.916667,"California","Kern","Bakersfield"
39,36,55.345833,35.356615,-119.062613,2.066667,"California","Kern","Bakersfield"
55,51,56.3125,35.356615,-119.062613,1.2375,"California","Kern","Bakersfield"
73,60,56.25,35.356615,-119.062613,1.033333,"California","Kern","Bakersfield"
83,65,55.633333,35.356615,-119.062613,1.179167,"California","Kern","Bakersfield"
70,58,55.191667,35.356615,-119.062613,1.179167,"California","Kern","Bakersfield"
37,34,50.6,35.356615,-119.062613,1.420833,"California","Kern","Bakersfield"
41,38,51.625,35.356615,-119.062613,1.620833,"California","Kern","Bakersfield"
35,32,53.633333,35.356615,-119.062613,1.908333,"California","Kern","Bakersfield"
45,42,52.270833,35.356615,-119.062613,1.675,"California","Kern","Bakersfield"
48,44,52.195833,35.356615,-119.062613,1.320833,"California","Kern","Bakersfield"
55,51,51.058333,35.356615,-119.062613,1.295833,"California","Kern","Bakersfield"
65,56,52.5,35.356615,-119.062613,0.9625,"California","Kern","Bakersfield"
79,63,54.420833,35.356615,-119.062613,0.8625,"California","Kern","Bakersfield"
87,67,55.045833,35.356615,-119.062613,0.829167,"California","Kern","Bakersfield"
95,71,55.675,35.356615,-119.062613,0.958333,"California","Kern","Bakersfield"
118,82,57.679167,35.356615,-119.062613,1.25,"California","Kern","Bakersfield"
116,81,57.554167,35.356615,-119.062613,1.2125,"California","Kern","Bakersfield"
120,83,55.691667,35.356615,-119.062613,1.308333,"California","Kern","Bakersfield"
82,64,47.645833,35.356615,-119.062613,1.075,"California","Kern","Bakersfield"
38,35,46.941667,35.356615,-119.062613,1.420833,"California","Kern","Bakersfield"
65,56,47.65,35.356615,-119.062613,1.341667,"California","Kern","Bakersfield"
62,54,50.3,35.356615,-119.062613,1.820833,"California","Kern","Bakersfield"
74,60,49.958333,35.356615,-119.062613,1.4375,"California","Kern","Bakersfield"
40,37,49.075,35.356615,-119.062613,1.866667,"California","Kern","Bakersfield"
17,16,47.920833,35.356615,-119.062613,1.5375,"California","Kern","Bakersfield"
30,28,45.995833,35.356615,-119.062613,1.1125,"California","Kern","Bakersfield"
33,31,49.1875,35.356615,-119.062613,0.9625,"California","Kern","Bakersfield"
164,105,51.395833,35.356615,-119.062613,5.079167,"California","Kern","Bakersfield"
53,49,48.229167,35.356615,-119.062613,4.225,"California","Kern","Bakersfield"
19,18,43.725,35.356615,-119.062613,1.1375,"California","Kern","Bakersfield"
14,13,48.441667,35.356615,-119.062613,3.170833,"California","Kern","Bakersfield"
12,11,46.704167,35.356615,-119.062613,2.691667,"California","Kern","Bakersfield"
28,26,46.283333,35.356615,-119.062613,1.166667,"California","Kern","Bakersfield"
37,34,42.229167,35.356615,-119.062613,1.091667,"California","Kern","Bakersfield"
17,16,39.075,35.356615,-119.062613,1.608333,"California","Kern","Bakersfield"
30,28,42.495833,35.356615,-119.062613,1.843478,"California","Kern","Bakersfield"
26,24,47.020833,35.356615,-119.062613,1.654167,"California","Kern","Bakersfield"
18,17,53.975,35.356615,-119.062613,1.6,"California","Kern","Bakersfield"
4,4,55.791667,35.356615,-119.062613,2.466667,"California","Kern","Bakersfield"
12,11,51.858333,35.356615,-119.062613,1.858333,"California","Kern","Bakersfield"
10,9,47.4375,35.356615,-119.062613,1.85,"California","Kern","Bakersfield"
10,9,45.5375,35.356615,-119.062613,1.945833,"California","Kern","Bakersfield"
9,8,45.645833,35.356615,-119.062613,1.945833,"California","Kern","Bakersfield"
15,14,48.091667,35.356615,-119.062613,1.720833,"California","Kern","Bakersfield"
10,9,49.091667,35.356615,-119.062613,2.233333,"California","Kern","Bakersfield"
15,14,47.675,35.356615,-119.062613,2.7125,"California","Kern","Bakersfield"
5,5,NA,35.72771,-118.13774,4.166667,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,5.441667,"California","Kern","Not in a city"
31,29,NA,35.72771,-118.13774,4.120833,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,10.879167,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,4.558333,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,6.775,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,4.995833,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,6.120833,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.529167,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.375,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.654167,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.504167,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,4.908333,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.370833,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,5.058333,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.170833,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,5.1375,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,7.8625,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,6.980952,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,6.820833,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,12.316667,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,5.495833,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,9.1125,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,22.4625,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,8.804167,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,3.245833,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.85,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,7.866667,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,3.845833,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,3.941667,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,4.5625,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,7.05,"California","Kern","Not in a city"
10,9,NA,35.72771,-118.13774,15.829167,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,4.004167,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,4.858333,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,4.595833,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,6.008333,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,6.858333,"California","Kern","Not in a city"
11,10,NA,35.72771,-118.13774,6.583333,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,6.416667,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,8.8375,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,11.1125,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,16.591667,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,8.354167,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,16.5625,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,17.4125,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,5.254167,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,5.25,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,10.304167,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,17.433333,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,5.033333,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,6.954167,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,6.858333,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,8.5,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,5.3375,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,12.920833,"California","Kern","Not in a city"
11,10,NA,35.72771,-118.13774,10.1625,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,4.954167,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,5.629167,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,6.829167,"California","Kern","Not in a city"
24,22,NA,35.72771,-118.13774,8.675,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,5.591667,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,6.795833,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,10.741667,"California","Kern","Not in a city"
16,15,NA,35.72771,-118.13774,4.7625,"California","Kern","Not in a city"
16,15,NA,35.72771,-118.13774,15.529167,"California","Kern","Not in a city"
8,7,NA,35.72771,-118.13774,16.683333,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,10.5375,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,5.245833,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,5.9625,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,9.079167,"California","Kern","Not in a city"
8,7,NA,35.72771,-118.13774,9.358333,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,21.945833,"California","Kern","Not in a city"
0,0,NA,35.72771,-118.13774,8.025,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.604167,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,8.208333,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,12.566667,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,18.941667,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,8.7375,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,15.920833,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,13.133333,"California","Kern","Not in a city"
8,7,NA,35.72771,-118.13774,10.504167,"California","Kern","Not in a city"
16,15,NA,35.72771,-118.13774,19.945833,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,8.2,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,6.695833,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,8.333333,"California","Kern","Not in a city"
13,12,NA,35.72771,-118.13774,13.791667,"California","Kern","Not in a city"
12,11,NA,35.72771,-118.13774,7.595833,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,7.1375,"California","Kern","Not in a city"
12,11,NA,35.72771,-118.13774,6.633333,"California","Kern","Not in a city"
16,15,NA,35.72771,-118.13774,8.4875,"California","Kern","Not in a city"
19,18,NA,35.72771,-118.13774,9.5375,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,11.204167,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,16.779167,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,8.208333,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,13.233333,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,15.441667,"California","Kern","Not in a city"
19,18,NA,35.72771,-118.13774,10.954167,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,9.266667,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,8.379167,"California","Kern","Not in a city"
23,21,NA,35.72771,-118.13774,10.608333,"California","Kern","Not in a city"
34,31,NA,35.72771,-118.13774,14.604167,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,16.879167,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,8.929167,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,8.495833,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,6.241667,"California","Kern","Not in a city"
11,10,NA,35.72771,-118.13774,8.25,"California","Kern","Not in a city"
18,17,NA,35.72771,-118.13774,10.925,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,12.045833,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,17.1125,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,11.825,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,11.091667,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,19.458333,"California","Kern","Not in a city"
11,10,NA,35.72771,-118.13774,18.875,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,20.725,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,9.995833,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,8.520833,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,7.195833,"California","Kern","Not in a city"
18,17,NA,35.72771,-118.13774,9.2875,"California","Kern","Not in a city"
75,61,NA,35.72771,-118.13774,17.345833,"California","Kern","Not in a city"
18,17,NA,35.72771,-118.13774,13.8125,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,8.604167,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,9.45,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,7.366667,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,10.758333,"California","Kern","Not in a city"
40,37,NA,35.72771,-118.13774,17.783333,"California","Kern","Not in a city"
28,26,NA,35.72771,-118.13774,9.116667,"California","Kern","Not in a city"
23,21,NA,35.72771,-118.13774,10.933333,"California","Kern","Not in a city"
19,18,NA,35.72771,-118.13774,8.783333,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,8.841667,"California","Kern","Not in a city"
23,21,NA,35.72771,-118.13774,8.325,"California","Kern","Not in a city"
26,24,NA,35.72771,-118.13774,9.6,"California","Kern","Not in a city"
26,24,NA,35.72771,-118.13774,11.75,"California","Kern","Not in a city"
36,33,NA,35.72771,-118.13774,18.495833,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,9.895833,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,11.495833,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,13.275,"California","Kern","Not in a city"
31,29,NA,35.72771,-118.13774,18.7875,"California","Kern","Not in a city"
50,46,NA,35.72771,-118.13774,22.2,"California","Kern","Not in a city"
15,14,NA,35.72771,-118.13774,16.175,"California","Kern","Not in a city"
16,15,NA,35.72771,-118.13774,10.3625,"California","Kern","Not in a city"
15,14,NA,35.72771,-118.13774,8.6125,"California","Kern","Not in a city"
18,17,NA,35.72771,-118.13774,9.229167,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,13.908333,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,9.641667,"California","Kern","Not in a city"
28,26,NA,35.72771,-118.13774,10.816667,"California","Kern","Not in a city"
26,24,NA,35.72771,-118.13774,10.2,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,10.4375,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,8.7625,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,7.533333,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,9.2125,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,11.4875,"California","Kern","Not in a city"
26,24,NA,35.72771,-118.13774,9.9,"California","Kern","Not in a city"
28,26,NA,35.72771,-118.13774,10.758333,"California","Kern","Not in a city"
30,28,NA,35.72771,-118.13774,12.116667,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,12.991667,"California","Kern","Not in a city"
30,28,NA,35.72771,-118.13774,12.379167,"California","Kern","Not in a city"
28,26,NA,35.72771,-118.13774,14.9,"California","Kern","Not in a city"
30,28,NA,35.72771,-118.13774,12.225,"California","Kern","Not in a city"
34,31,NA,35.72771,-118.13774,12.858333,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,9.1875,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,8.504167,"California","Kern","Not in a city"
23,21,NA,35.72771,-118.13774,10.033333,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,9.658333,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,8.370833,"California","Kern","Not in a city"
35,32,NA,35.72771,-118.13774,7.629167,"California","Kern","Not in a city"
41,38,NA,35.72771,-118.13774,7.520833,"California","Kern","Not in a city"
30,28,NA,35.72771,-118.13774,7.033333,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,9.883333,"California","Kern","Not in a city"
24,22,NA,35.72771,-118.13774,13.2625,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,11.7625,"California","Kern","Not in a city"
19,18,NA,35.72771,-118.13774,8.4,"California","Kern","Not in a city"
18,17,NA,35.72771,-118.13774,7.475,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,10.5625,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,9.920833,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,9.8375,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,7.954167,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,7.904167,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,5.766667,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,7.608333,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,8.675,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,8.170833,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,8.704167,"California","Kern","Not in a city"
16,15,NA,35.72771,-118.13774,9.625,"California","Kern","Not in a city"
16,15,NA,35.72771,-118.13774,8.379167,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,9.6375,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,9.3125,"California","Kern","Not in a city"
26,24,NA,35.72771,-118.13774,8.979167,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,8.008333,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,10.5875,"California","Kern","Not in a city"
28,26,NA,35.72771,-118.13774,10.695833,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,10.0625,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,8.508333,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,9.579167,"California","Kern","Not in a city"
31,29,NA,35.72771,-118.13774,12.1375,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,10.945833,"California","Kern","Not in a city"
23,21,NA,35.72771,-118.13774,8.691667,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,6.816667,"California","Kern","Not in a city"
15,14,NA,35.72771,-118.13774,5.123077,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,11.392308,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,9.0125,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,8.495833,"California","Kern","Not in a city"
26,24,NA,35.72771,-118.13774,8.85,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,5.4875,"California","Kern","Not in a city"
13,12,NA,35.72771,-118.13774,6.254167,"California","Kern","Not in a city"
19,18,NA,35.72771,-118.13774,7.545833,"California","Kern","Not in a city"
24,22,NA,35.72771,-118.13774,7.395833,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,6.7,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,5.15,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,6.95,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,7.458333,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,7.283333,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,8.020833,"California","Kern","Not in a city"
32,30,NA,35.72771,-118.13774,11.075,"California","Kern","Not in a city"
28,26,NA,35.72771,-118.13774,8.704167,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,8.45,"California","Kern","Not in a city"
47,44,NA,35.72771,-118.13774,10.420833,"California","Kern","Not in a city"
38,35,NA,35.72771,-118.13774,8.841667,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,8.508333,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,7.845833,"California","Kern","Not in a city"
29,27,NA,35.72771,-118.13774,9.25,"California","Kern","Not in a city"
37,34,NA,35.72771,-118.13774,9.208333,"California","Kern","Not in a city"
38,35,NA,35.72771,-118.13774,8.891667,"California","Kern","Not in a city"
40,37,NA,35.72771,-118.13774,8.575,"California","Kern","Not in a city"
50,46,NA,35.72771,-118.13774,10.2,"California","Kern","Not in a city"
57,52,NA,35.72771,-118.13774,12.870833,"California","Kern","Not in a city"
57,52,NA,35.72771,-118.13774,15.175,"California","Kern","Not in a city"
109,78,NA,35.72771,-118.13774,7.308333,"California","Kern","Not in a city"
86,66,NA,35.72771,-118.13774,7.025,"California","Kern","Not in a city"
113,80,NA,35.72771,-118.13774,8.4375,"California","Kern","Not in a city"
80,63,NA,35.72771,-118.13774,7.279167,"California","Kern","Not in a city"
57,52,NA,35.72771,-118.13774,7.708333,"California","Kern","Not in a city"
93,70,NA,35.72771,-118.13774,8.091667,"California","Kern","Not in a city"
81,64,NA,35.72771,-118.13774,7.8125,"California","Kern","Not in a city"
54,50,NA,35.72771,-118.13774,6.425,"California","Kern","Not in a city"
51,47,NA,35.72771,-118.13774,8.079167,"California","Kern","Not in a city"
62,54,NA,35.72771,-118.13774,9.870833,"California","Kern","Not in a city"
62,54,NA,35.72771,-118.13774,11.65,"California","Kern","Not in a city"
49,45,NA,35.72771,-118.13774,11.7875,"California","Kern","Not in a city"
33,31,NA,35.72771,-118.13774,10.1,"California","Kern","Not in a city"
20,19,NA,35.72771,-118.13774,7.833333,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,6.183333,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,6.6375,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,6.995833,"California","Kern","Not in a city"
26,24,NA,35.72771,-118.13774,6.9375,"California","Kern","Not in a city"
31,29,NA,35.72771,-118.13774,6.145833,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,5.793333,"California","Kern","Not in a city"
25,23,NA,35.72771,-118.13774,9.685714,"California","Kern","Not in a city"
23,21,NA,35.72771,-118.13774,7.833333,"California","Kern","Not in a city"
18,17,NA,35.72771,-118.13774,7.866667,"California","Kern","Not in a city"
58,52,NA,35.72771,-118.13774,7.695833,"California","Kern","Not in a city"
77,62,NA,35.72771,-118.13774,6.391667,"California","Kern","Not in a city"
61,54,NA,35.72771,-118.13774,8.033333,"California","Kern","Not in a city"
58,52,NA,35.72771,-118.13774,7.475,"California","Kern","Not in a city"
46,43,NA,35.72771,-118.13774,5.770833,"California","Kern","Not in a city"
37,34,NA,35.72771,-118.13774,9.329167,"California","Kern","Not in a city"
90,68,NA,35.72771,-118.13774,13.483333,"California","Kern","Not in a city"
65,56,NA,35.72771,-118.13774,6.495833,"California","Kern","Not in a city"
11,10,NA,35.72771,-118.13774,5.933333,"California","Kern","Not in a city"
40,37,NA,35.72771,-118.13774,9.1875,"California","Kern","Not in a city"
111,79,NA,35.72771,-118.13774,7.029167,"California","Kern","Not in a city"
49,45,NA,35.72771,-118.13774,6.295833,"California","Kern","Not in a city"
67,57,NA,35.72771,-118.13774,6.5375,"California","Kern","Not in a city"
148,97,NA,35.72771,-118.13774,6.658333,"California","Kern","Not in a city"
141,94,NA,35.72771,-118.13774,10.1375,"California","Kern","Not in a city"
55,51,NA,35.72771,-118.13774,13.2125,"California","Kern","Not in a city"
65,56,NA,35.72771,-118.13774,5.370833,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,6.354167,"California","Kern","Not in a city"
22,20,NA,35.72771,-118.13774,5.716667,"California","Kern","Not in a city"
27,25,NA,35.72771,-118.13774,6.125,"California","Kern","Not in a city"
8,7,NA,35.72771,-118.13774,5.166667,"California","Kern","Not in a city"
13,12,NA,35.72771,-118.13774,5.416667,"California","Kern","Not in a city"
34,31,NA,35.72771,-118.13774,7.295833,"California","Kern","Not in a city"
50,46,NA,35.72771,-118.13774,7.266667,"California","Kern","Not in a city"
43,40,NA,35.72771,-118.13774,7.3875,"California","Kern","Not in a city"
23,21,NA,35.72771,-118.13774,14.470833,"California","Kern","Not in a city"
14,13,NA,35.72771,-118.13774,6.433333,"California","Kern","Not in a city"
19,18,NA,35.72771,-118.13774,9.05,"California","Kern","Not in a city"
191,119,NA,35.72771,-118.13774,16.233333,"California","Kern","Not in a city"
128,87,NA,35.72771,-118.13774,7.241667,"California","Kern","Not in a city"
21,19,NA,35.72771,-118.13774,6.566667,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,4.9125,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,6.479167,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,6.779167,"California","Kern","Not in a city"
17,16,NA,35.72771,-118.13774,8.7625,"California","Kern","Not in a city"
53,49,NA,35.72771,-118.13774,16.6125,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,4.2125,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.579167,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.729167,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.495833,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.683333,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,6.733333,"California","Kern","Not in a city"
10,9,NA,35.72771,-118.13774,4.533333,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,7.008333,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.891667,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,9.5125,"California","Kern","Not in a city"
8,7,NA,35.72771,-118.13774,9.175,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,9.008333,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.658333,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,4.35,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,4.620833,"California","Kern","Not in a city"
5,5,NA,35.72771,-118.13774,4.658333,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,4.420833,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.7875,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.629167,"California","Kern","Not in a city"
4,4,NA,35.72771,-118.13774,4.6375,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,4.391667,"California","Kern","Not in a city"
6,6,NA,35.72771,-118.13774,4.3625,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,5.029167,"California","Kern","Not in a city"
9,8,NA,35.72771,-118.13774,5.65,"California","Kern","Not in a city"
7,6,NA,35.72771,-118.13774,11.025,"California","Kern","Not in a city"
3,3,NA,35.72771,-118.13774,16.570833,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,4.025,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,4.3625,"California","Kern","Not in a city"
2,2,NA,35.72771,-118.13774,5.358333,"California","Kern","Not in a city"
8,7,NA,35.72771,-118.13774,3.620833,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,13.222727,"California","Kern","Not in a city"
1,1,NA,35.72771,-118.13774,4.816667,"California","Kern","Not in a city"
